,DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Energy(Wh),Date,Power(W),V1(V),T1(℃),Aux. ΔV(V),Aux. ΔT(℃)
2364,2365,1,6,CC Chg,00:08:48,00:39:17,0.00298,3.2595,0.00044,0.00143,2024-07-30 20:53:29,0.00972,3.2595,24.7,0,0
2365,2366,1,6,CC Chg,00:08:49,00:39:18,0.00298,3.2604,0.00044,0.00143,2024-07-30 20:53:30,0.00972,3.2571,24.7,0,0
2366,2367,1,6,CC Chg,00:08:50,00:39:19,0.00298,3.2638,0.00044,0.00143,2024-07-30 20:53:31,0.00973,3.2598,24.7,0,0
2367,2368,1,6,CC Chg,00:08:51,00:39:20,0.00298,3.2592,0.00044,0.00143,2024-07-30 20:53:32,0.00972,3.2564,24.7,0,0
2368,2369,1,6,CC Chg,00:08:52,00:39:21,0.00298,3.2604,0.00044,0.00144,2024-07-30 20:53:33,0.00972,3.2604,24.7,0,0
2369,2370,1,6,CC Chg,00:08:53,00:39:22,0.00298,3.2586,0.00044,0.00144,2024-07-30 20:53:34,0.00972,3.2566,24.9,0,0
2370,2371,1,6,CC Chg,00:08:54,00:39:23,0.00298,3.2589,0.00044,0.00144,2024-07-30 20:53:35,0.00972,3.2529,24.7,0,0
2371,2372,1,6,CC Chg,00:08:55,00:39:24,0.00298,3.257,0.00044,0.00144,2024-07-30 20:53:36,0.00971,3.2597,24.9,0,0
2372,2373,1,6,CC Chg,00:08:56,00:39:25,0.00298,3.2629,0.00044,0.00145,2024-07-30 20:53:37,0.00973,3.2571,24.7,0,0
2373,2374,1,6,CC Chg,00:08:57,00:39:26,0.00298,3.2576,0.00044,0.00145,2024-07-30 20:53:38,0.00971,3.2597,24.9,0,0
2374,2375,1,6,CC Chg,00:08:58,00:39:27,0.00298,3.2595,0.00045,0.00145,2024-07-30 20:53:39,0.00972,3.2566,24.9,0,0
2375,2376,1,6,CC Chg,00:08:59,00:39:28,0.00298,3.2573,0.00045,0.00146,2024-07-30 20:53:40,0.00971,3.2567,24.7,0,0
2376,2377,1,6,CC Chg,00:09:00,00:39:29,0.00298,3.2592,0.00045,0.00146,2024-07-30 20:53:41,0.00972,3.2587,24.9,0,0
2377,2378,1,6,CC Chg,00:09:01,00:39:30,0.00298,3.2589,0.00045,0.00146,2024-07-30 20:53:42,0.00972,3.2571,24.7,0,0
2378,2379,1,6,CC Chg,00:09:02,00:39:31,0.00298,3.2638,0.00045,0.00146,2024-07-30 20:53:43,0.00973,3.2609,24.7,0,0
2379,2380,1,6,CC Chg,00:09:03,00:39:32,0.00298,3.2632,0.00045,0.00147,2024-07-30 20:53:44,0.00973,3.2554,24.7,0,0
2380,2381,1,6,CC Chg,00:09:04,00:39:33,0.00298,3.2607,0.00045,0.00147,2024-07-30 20:53:45,0.00972,3.2589,24.7,0,0
2381,2382,1,6,CC Chg,00:09:05,00:39:34,0.00298,3.2635,0.00045,0.00147,2024-07-30 20:53:46,0.00973,3.2594,24.7,0,0
2382,2383,1,6,CC Chg,00:09:06,00:39:35,0.00298,3.261,0.00045,0.00147,2024-07-30 20:53:47,0.00972,3.2543,24.7,0,0
2383,2384,1,6,CC Chg,00:09:07,00:39:36,0.00298,3.27,0.00045,0.00148,2024-07-30 20:53:48,0.00975,3.2598,24.7,0,0
2384,2385,1,6,CC Chg,00:09:08,00:39:37,0.00298,3.2552,0.00045,0.00148,2024-07-30 20:53:49,0.00971,3.2604,24.7,0,0
2385,2386,1,6,CC Chg,00:09:09,00:39:38,0.00298,3.2595,0.00045,0.00148,2024-07-30 20:53:50,0.00972,3.2554,24.9,0,0
2386,2387,1,6,CC Chg,00:09:10,00:39:39,0.00298,3.2601,0.00046,0.00149,2024-07-30 20:53:51,0.00972,3.2583,24.9,0,0
2387,2388,1,6,CC Chg,00:09:11,00:39:40,0.00298,3.2595,0.00046,0.00149,2024-07-30 20:53:52,0.00972,3.2635,24.7,0,0
2388,2389,1,6,CC Chg,00:09:12,00:39:41,0.00298,3.2623,0.00046,0.00149,2024-07-30 20:53:53,0.00973,3.2583,24.9,0,0
2389,2390,1,6,CC Chg,00:09:13,00:39:42,0.00298,3.2632,0.00046,0.00149,2024-07-30 20:53:54,0.00973,3.2577,24.9,0,0
2390,2391,1,6,CC Chg,00:09:14,00:39:43,0.00298,3.2595,0.00046,0.0015,2024-07-30 20:53:55,0.00972,3.2601,24.9,0,0
2391,2392,1,6,CC Chg,00:09:15,00:39:44,0.00298,3.2601,0.00046,0.0015,2024-07-30 20:53:56,0.00972,3.2575,24.7,0,0
2392,2393,1,6,CC Chg,00:09:16,00:39:45,0.00298,3.2648,0.00046,0.0015,2024-07-30 20:53:57,0.00974,3.2555,24.7,0,0
2393,2394,1,6,CC Chg,00:09:17,00:39:46,0.00298,3.2697,0.00046,0.0015,2024-07-30 20:53:58,0.00975,3.2557,24.9,0,0
2394,2395,1,6,CC Chg,00:09:18,00:39:47,0.00298,3.2607,0.00046,0.00151,2024-07-30 20:53:59,0.00972,3.2581,24.9,0,0
2395,2396,1,6,CC Chg,00:09:19,00:39:48,0.00298,3.2623,0.00046,0.00151,2024-07-30 20:54:00,0.00973,3.2612,24.9,0,0
2396,2397,1,6,CC Chg,00:09:20,00:39:49,0.00298,3.2589,0.00046,0.00151,2024-07-30 20:54:01,0.00972,3.2571,24.9,0,0
2397,2398,1,6,CC Chg,00:09:21,00:39:50,0.00298,3.2654,0.00046,0.00152,2024-07-30 20:54:02,0.00974,3.2574,24.9,0,0
2398,2399,1,6,CC Chg,00:09:22,00:39:51,0.00298,3.2676,0.00047,0.00152,2024-07-30 20:54:03,0.00974,3.2623,24.7,0,0
2399,2400,1,6,CC Chg,00:09:23,00:39:52,0.00298,3.2629,0.00047,0.00152,2024-07-30 20:54:04,0.00973,3.2551,24.7,0,0
2400,2401,1,6,CC Chg,00:09:24,00:39:53,0.00298,3.262,0.00047,0.00152,2024-07-30 20:54:05,0.00973,3.2587,24.7,0,0
2401,2402,1,6,CC Chg,00:09:25,00:39:54,0.00298,3.2564,0.00047,0.00153,2024-07-30 20:54:06,0.00971,3.2595,24.7,0,0
2402,2403,1,6,CC Chg,00:09:26,00:39:55,0.00298,3.2654,0.00047,0.00153,2024-07-30 20:54:07,0.00974,3.2632,24.9,0,0
2403,2404,1,6,CC Chg,00:09:27,00:39:56,0.00298,3.2679,0.00047,0.00153,2024-07-30 20:54:08,0.00974,3.2575,24.9,0,0
2404,2405,1,6,CC Chg,00:09:28,00:39:57,0.00298,3.262,0.00047,0.00153,2024-07-30 20:54:09,0.00973,3.2578,24.7,0,0
2405,2406,1,6,CC Chg,00:09:29,00:39:58,0.00298,3.2666,0.00047,0.00154,2024-07-30 20:54:10,0.00974,3.2614,24.9,0,0
2406,2407,1,6,CC Chg,00:09:30,00:39:59,0.00298,3.2555,0.00047,0.00154,2024-07-30 20:54:11,0.00971,3.2555,24.9,0,0
2407,2408,1,6,CC Chg,00:09:31,00:40:00,0.00298,3.2635,0.00047,0.00154,2024-07-30 20:54:12,0.00973,3.256,24.9,0,0
2408,2409,1,6,CC Chg,00:09:32,00:40:01,0.00298,3.2635,0.00047,0.00154,2024-07-30 20:54:13,0.00973,3.2635,24.7,0,0
2409,2410,1,6,CC Chg,00:09:33,00:40:02,0.00298,3.2595,0.00047,0.00155,2024-07-30 20:54:14,0.00972,3.2603,24.9,0,0
2410,2411,1,6,CC Chg,00:09:34,00:40:03,0.00298,3.2669,0.00048,0.00155,2024-07-30 20:54:15,0.00974,3.2587,24.7,0,0
2411,2412,1,6,CC Chg,00:09:35,00:40:04,0.00298,3.2614,0.00048,0.00155,2024-07-30 20:54:16,0.00973,3.262,24.9,0,0
2412,2413,1,6,CC Chg,00:09:36,00:40:05,0.00298,3.2682,0.00048,0.00156,2024-07-30 20:54:17,0.00975,3.2546,24.7,0,0
2413,2414,1,6,CC Chg,00:09:37,00:40:06,0.00298,3.2576,0.00048,0.00156,2024-07-30 20:54:18,0.00971,3.2552,24.9,0,0
2414,2415,1,6,CC Chg,00:09:38,00:40:07,0.00298,3.2598,0.00048,0.00156,2024-07-30 20:54:19,0.00972,3.26,24.9,0,0
2415,2416,1,6,CC Chg,00:09:39,00:40:08,0.00298,3.261,0.00048,0.00156,2024-07-30 20:54:20,0.00972,3.2581,24.7,0,0
2416,2417,1,6,CC Chg,00:09:40,00:40:09,0.00298,3.2595,0.00048,0.00157,2024-07-30 20:54:21,0.00972,3.2587,24.9,0,0
2417,2418,1,6,CC Chg,00:09:41,00:40:10,0.00298,3.2623,0.00048,0.00157,2024-07-30 20:54:22,0.00973,3.2555,24.7,0,0
2418,2419,1,6,CC Chg,00:09:42,00:40:11,0.00298,3.2626,0.00048,0.00157,2024-07-30 20:54:23,0.00973,3.2567,24.7,0,0
2419,2420,1,6,CC Chg,00:09:43,00:40:12,0.00298,3.2657,0.00048,0.00157,2024-07-30 20:54:24,0.00974,3.262,24.7,0,0
2420,2421,1,6,CC Chg,00:09:44,00:40:13,0.00298,3.2592,0.00048,0.00158,2024-07-30 20:54:25,0.00972,3.2552,24.9,0,0
2421,2422,1,6,CC Chg,00:09:45,00:40:14,0.00298,3.2676,0.00048,0.00158,2024-07-30 20:54:26,0.00974,3.2586,24.7,0,0
2422,2423,1,6,CC Chg,00:09:46,00:40:15,0.00298,3.2592,0.00049,0.00158,2024-07-30 20:54:27,0.00972,3.2546,24.9,0,0
2423,2424,1,6,CC Chg,00:09:47,00:40:16,0.00298,3.2654,0.00049,0.00159,2024-07-30 20:54:28,0.00974,3.262,24.9,0,0
2424,2425,1,6,CC Chg,00:09:48,00:40:17,0.00298,3.2586,0.00049,0.00159,2024-07-30 20:54:29,0.00972,3.2566,24.7,0,0
2425,2426,1,6,CC Chg,00:09:49,00:40:18,0.00298,3.2632,0.00049,0.00159,2024-07-30 20:54:30,0.00973,3.2612,24.7,0,0
2426,2427,1,6,CC Chg,00:09:50,00:40:19,0.00298,3.2592,0.00049,0.00159,2024-07-30 20:54:31,0.00972,3.256,24.7,0,0
2427,2428,1,6,CC Chg,00:09:51,00:40:20,0.00298,3.2676,0.00049,0.0016,2024-07-30 20:54:32,0.00974,3.2615,24.7,0,0
2428,2429,1,6,CC Chg,00:09:52,00:40:21,0.00298,3.2617,0.00049,0.0016,2024-07-30 20:54:33,0.00973,3.2578,24.7,0,0
2429,2430,1,6,CC Chg,00:09:53,00:40:22,0.00298,3.266,0.00049,0.0016,2024-07-30 20:54:34,0.00974,3.2538,24.7,0,0
2430,2431,1,6,CC Chg,00:09:54,00:40:23,0.00298,3.2604,0.00049,0.0016,2024-07-30 20:54:35,0.00972,3.2612,24.7,0,0
2431,2432,1,6,CC Chg,00:09:55,00:40:24,0.00298,3.2676,0.00049,0.00161,2024-07-30 20:54:36,0.00974,3.2574,24.7,0,0
2432,2433,1,6,CC Chg,00:09:56,00:40:25,0.00298,3.2604,0.00049,0.00161,2024-07-30 20:54:37,0.00972,3.2543,24.7,0,0
2433,2434,1,6,CC Chg,00:09:57,00:40:26,0.00298,3.2623,0.00049,0.00161,2024-07-30 20:54:38,0.00973,3.2615,24.7,0,0
2434,2435,1,6,CC Chg,00:09:58,00:40:27,0.00298,3.2595,0.0005,0.00162,2024-07-30 20:54:39,0.00972,3.2572,24.7,0,0
2435,2436,1,6,CC Chg,00:09:59,00:40:28,0.00298,3.2579,0.0005,0.00162,2024-07-30 20:54:40,0.00972,3.2561,24.9,0,0
2436,2437,1,6,CC Chg,00:10:00,00:40:29,0.00298,3.2663,0.0005,0.00162,2024-07-30 20:54:41,0.00974,3.2586,24.7,0,0
2437,2438,1,7,Rest,00:00:00,00:40:29,0.0,0.0065,0.0,0.0,2024-07-30 20:54:41,0.0,3.2368,24.7,0,0
2438,2439,1,7,Rest,00:00:01,00:40:30,0.0,0.0055,0.0,0.0,2024-07-30 20:54:42,0.0,-0.0113,24.7,0,0
2439,2440,1,7,Rest,00:00:02,00:40:31,0.0,0.0021,0.0,0.0,2024-07-30 20:54:43,0.0,0.0152,24.9,0,0
2440,2441,1,7,Rest,00:00:03,00:40:32,0.0,0.0062,0.0,0.0,2024-07-30 20:54:44,0.0,0.0163,24.7,0,0
2441,2442,1,7,Rest,00:00:04,00:40:33,0.0,0.0034,0.0,0.0,2024-07-30 20:54:45,0.0,-0.0227,24.7,0,0
2442,2443,1,7,Rest,00:00:05,00:40:34,0.0,0.0055,0.0,0.0,2024-07-30 20:54:46,0.0,0.0192,24.7,0,0
2443,2444,1,7,Rest,00:00:06,00:40:35,0.0,0.0043,0.0,0.0,2024-07-30 20:54:47,0.0,0.0086,24.7,0,0
2444,2445,1,7,Rest,00:00:07,00:40:36,0.0,0.0077,0.0,0.0,2024-07-30 20:54:48,0.0,0.0255,24.9,0,0
2445,2446,1,7,Rest,00:00:08,00:40:37,0.0,0.0055,0.0,0.0,2024-07-30 20:54:49,0.0,0.0293,24.9,0,0
2446,2447,1,7,Rest,00:00:09,00:40:38,0.0,0.0062,0.0,0.0,2024-07-30 20:54:50,0.0,-0.0055,24.9,0,0
2447,2448,1,7,Rest,00:00:10,00:40:39,0.0,0.0058,0.0,0.0,2024-07-30 20:54:51,0.0,0.0187,24.7,0,0
2448,2449,1,7,Rest,00:00:11,00:40:40,0.0,0.0018,0.0,0.0,2024-07-30 20:54:52,0.0,0.023,24.7,0,0
2449,2450,1,7,Rest,00:00:12,00:40:41,0.0,0.0065,0.0,0.0,2024-07-30 20:54:53,0.0,0.0139,24.7,0,0
2450,2451,1,7,Rest,00:00:13,00:40:42,0.0,0.004,0.0,0.0,2024-07-30 20:54:54,0.0,0.0144,24.7,0,0
2451,2452,1,7,Rest,00:00:14,00:40:43,0.0,0.0083,0.0,0.0,2024-07-30 20:54:55,0.0,0.0163,24.9,0,0
2452,2453,1,7,Rest,00:00:15,00:40:44,0.0,0.0049,0.0,0.0,2024-07-30 20:54:56,0.0,0.0218,24.7,0,0
2453,2454,1,7,Rest,00:00:16,00:40:45,0.0,0.0074,0.0,0.0,2024-07-30 20:54:57,0.0,0.0167,24.7,0,0
2454,2455,1,7,Rest,00:00:17,00:40:46,0.0,0.0058,0.0,0.0,2024-07-30 20:54:58,0.0,-0.007,24.9,0,0
2455,2456,1,7,Rest,00:00:18,00:40:47,0.0,0.0021,0.0,0.0,2024-07-30 20:54:59,0.0,0.0249,24.9,0,0
2456,2457,1,7,Rest,00:00:19,00:40:48,0.0,0.0065,0.0,0.0,2024-07-30 20:55:00,0.0,0.0183,24.9,0,0
2457,2458,1,7,Rest,00:00:20,00:40:49,0.0,0.0043,0.0,0.0,2024-07-30 20:55:01,0.0,-0.007,24.9,0,0
2458,2459,1,7,Rest,00:00:21,00:40:50,0.0,0.0068,0.0,0.0,2024-07-30 20:55:02,0.0,0.021,24.7,0,0
2459,2460,1,7,Rest,00:00:22,00:40:51,0.0,0.0043,0.0,0.0,2024-07-30 20:55:03,0.0,-0.0156,24.9,0,0
2460,2461,1,7,Rest,00:00:23,00:40:52,0.0,0.0062,0.0,0.0,2024-07-30 20:55:04,0.0,-0.0078,24.7,0,0
2461,2462,1,7,Rest,00:00:24,00:40:53,0.0,0.0027,0.0,0.0,2024-07-30 20:55:05,0.0,0.0159,24.9,0,0
2462,2463,1,7,Rest,00:00:25,00:40:54,0.0,0.0065,0.0,0.0,2024-07-30 20:55:06,0.0,-0.0098,24.9,0,0
2463,2464,1,7,Rest,00:00:26,00:40:55,0.0,0.0046,0.0,0.0,2024-07-30 20:55:07,0.0,0.0115,24.9,0,0
2464,2465,1,7,Rest,00:00:27,00:40:56,0.0,0.0065,0.0,0.0,2024-07-30 20:55:08,0.0,-0.0199,24.7,0,0
2465,2466,1,7,Rest,00:00:28,00:40:57,0.0,0.0046,0.0,0.0,2024-07-30 20:55:09,0.0,0.015,24.7,0,0
2466,2467,1,7,Rest,00:00:29,00:40:58,0.0,0.0071,0.0,0.0,2024-07-30 20:55:10,0.0,0.0253,24.9,0,0
2467,2468,1,7,Rest,00:00:30,00:40:59,0.0,0.0034,0.0,0.0,2024-07-30 20:55:11,0.0,0.0041,24.9,0,0
2468,2469,1,7,Rest,00:00:31,00:41:00,0.0,0.0058,0.0,0.0,2024-07-30 20:55:12,0.0,0.0282,24.9,0,0
2469,2470,1,7,Rest,00:00:32,00:41:01,0.0,0.0043,0.0,0.0,2024-07-30 20:55:13,0.0,0.0164,24.7,0,0
2470,2471,1,7,Rest,00:00:33,00:41:02,0.0,0.0043,0.0,0.0,2024-07-30 20:55:14,0.0,-0.0087,24.7,0,0
2471,2472,1,7,Rest,00:00:34,00:41:03,0.0,0.004,0.0,0.0,2024-07-30 20:55:15,0.0,0.0058,24.7,0,0
2472,2473,1,7,Rest,00:00:35,00:41:04,0.0,0.0086,0.0,0.0,2024-07-30 20:55:16,0.0,0.0156,24.7,0,0
2473,2474,1,7,Rest,00:00:36,00:41:05,0.0,0.004,0.0,0.0,2024-07-30 20:55:17,0.0,-0.0172,24.9,0,0
2474,2475,1,7,Rest,00:00:37,00:41:06,0.0,0.0031,0.0,0.0,2024-07-30 20:55:18,0.0,0.0098,24.9,0,0
2475,2476,1,7,Rest,00:00:38,00:41:07,0.0,0.004,0.0,0.0,2024-07-30 20:55:19,0.0,-0.0136,24.9,0,0
2476,2477,1,7,Rest,00:00:39,00:41:08,0.0,0.0071,0.0,0.0,2024-07-30 20:55:20,0.0,-0.0204,24.9,0,0
2477,2478,1,7,Rest,00:00:40,00:41:09,0.0,0.0046,0.0,0.0,2024-07-30 20:55:21,0.0,0.0186,24.9,0,0
2478,2479,1,7,Rest,00:00:41,00:41:10,0.0,0.0065,0.0,0.0,2024-07-30 20:55:22,0.0,0.0195,24.9,0,0
2479,2480,1,7,Rest,00:00:42,00:41:11,0.0,0.0024,0.0,0.0,2024-07-30 20:55:23,0.0,0.0032,24.7,0,0
2480,2481,1,7,Rest,00:00:43,00:41:12,0.0,0.0065,0.0,0.0,2024-07-30 20:55:24,0.0,0.0206,24.7,0,0
2481,2482,1,7,Rest,00:00:44,00:41:13,0.0,0.0018,0.0,0.0,2024-07-30 20:55:25,0.0,0.0104,24.7,0,0
2482,2483,1,7,Rest,00:00:45,00:41:14,0.0,0.0058,0.0,0.0,2024-07-30 20:55:26,0.0,-0.0184,24.9,0,0
2483,2484,1,7,Rest,00:00:46,00:41:15,0.0,0.0071,0.0,0.0,2024-07-30 20:55:27,0.0,0.0066,24.9,0,0
2484,2485,1,7,Rest,00:00:47,00:41:16,0.0,0.0058,0.0,0.0,2024-07-30 20:55:28,0.0,-0.025,24.7,0,0
2485,2486,1,7,Rest,00:00:48,00:41:17,0.0,0.0021,0.0,0.0,2024-07-30 20:55:29,0.0,0.0153,24.7,0,0
2486,2487,1,7,Rest,00:00:49,00:41:18,0.0,0.0058,0.0,0.0,2024-07-30 20:55:30,0.0,0.0284,24.7,0,0
2487,2488,1,7,Rest,00:00:50,00:41:19,0.0,0.0024,0.0,0.0,2024-07-30 20:55:31,0.0,0.0109,24.7,0,0
2488,2489,1,7,Rest,00:00:51,00:41:20,0.0,0.0049,0.0,0.0,2024-07-30 20:55:32,0.0,0.0096,24.9,0,0
2489,2490,1,7,Rest,00:00:52,00:41:21,0.0,0.0077,0.0,0.0,2024-07-30 20:55:33,0.0,0.0166,24.7,0,0
2490,2491,1,7,Rest,00:00:53,00:41:22,0.0,0.0046,0.0,0.0,2024-07-30 20:55:34,0.0,-0.0153,24.7,0,0
2491,2492,1,7,Rest,00:00:54,00:41:23,0.0,0.0037,0.0,0.0,2024-07-30 20:55:35,0.0,-0.0116,24.7,0,0
2492,2493,1,7,Rest,00:00:55,00:41:24,0.0,0.0046,0.0,0.0,2024-07-30 20:55:36,0.0,0.0026,24.7,0,0
2493,2494,1,7,Rest,00:00:56,00:41:25,0.0,0.004,0.0,0.0,2024-07-30 20:55:37,0.0,-0.0224,24.7,0,0
2494,2495,1,7,Rest,00:00:57,00:41:26,0.0,0.0043,0.0,0.0,2024-07-30 20:55:38,0.0,0.0183,24.7,0,0
2495,2496,1,7,Rest,00:00:58,00:41:27,0.0,0.0086,0.0,0.0,2024-07-30 20:55:39,0.0,0.0183,24.7,0,0
2496,2497,1,7,Rest,00:00:59,00:41:28,0.0,0.0046,0.0,0.0,2024-07-30 20:55:40,0.0,0.0053,24.9,0,0
2497,2498,1,7,Rest,00:01:00,00:41:29,0.0,0.0031,0.0,0.0,2024-07-30 20:55:41,0.0,0.0258,24.7,0,0
2498,2499,1,7,Rest,00:01:01,00:41:30,0.0,0.0043,0.0,0.0,2024-07-30 20:55:42,0.0,0.0156,24.9,0,0
2499,2500,1,7,Rest,00:01:02,00:41:31,0.0,0.0049,0.0,0.0,2024-07-30 20:55:43,0.0,-0.0104,24.7,0,0
2500,2501,1,7,Rest,00:01:03,00:41:32,0.0,0.0046,0.0,0.0,2024-07-30 20:55:44,0.0,0.0032,24.7,0,0
2501,2502,1,7,Rest,00:01:04,00:41:33,0.0,0.008,0.0,0.0,2024-07-30 20:55:45,0.0,-0.0183,24.7,0,0
2502,2503,1,7,Rest,00:01:05,00:41:34,0.0,0.0043,0.0,0.0,2024-07-30 20:55:46,0.0,-0.0149,24.7,0,0
2503,2504,1,7,Rest,00:01:06,00:41:35,0.0,0.0037,0.0,0.0,2024-07-30 20:55:47,0.0,0.0098,24.9,0,0
2504,2505,1,7,Rest,00:01:07,00:41:36,0.0,0.0043,0.0,0.0,2024-07-30 20:55:48,0.0,-0.0176,24.9,0,0
2505,2506,1,7,Rest,00:01:08,00:41:37,0.0,0.0062,0.0,0.0,2024-07-30 20:55:49,0.0,0.0166,24.7,0,0
2506,2507,1,7,Rest,00:01:09,00:41:38,0.0,0.0043,0.0,0.0,2024-07-30 20:55:50,0.0,0.0272,24.9,0,0
2507,2508,1,7,Rest,00:01:10,00:41:39,0.0,0.0086,0.0,0.0,2024-07-30 20:55:51,0.0,0.0056,24.7,0,0
2508,2509,1,7,Rest,00:01:11,00:41:40,0.0,0.0049,0.0,0.0,2024-07-30 20:55:52,0.0,0.0275,24.7,0,0
2509,2510,1,7,Rest,00:01:12,00:41:41,0.0,0.0031,0.0,0.0,2024-07-30 20:55:53,0.0,0.0163,24.7,0,0
2510,2511,1,7,Rest,00:01:13,00:41:42,0.0,0.0046,0.0,0.0,2024-07-30 20:55:54,0.0,-0.0079,24.9,0,0
2511,2512,1,7,Rest,00:01:14,00:41:43,0.0,0.0024,0.0,0.0,2024-07-30 20:55:55,0.0,0.0141,24.7,0,0
2512,2513,1,7,Rest,00:01:15,00:41:44,0.0,0.0055,0.0,0.0,2024-07-30 20:55:56,0.0,0.0099,24.9,0,0
2513,2514,1,7,Rest,00:01:16,00:41:45,0.0,0.0058,0.0,0.0,2024-07-30 20:55:57,0.0,-0.0104,24.7,0,0
2514,2515,1,7,Rest,00:01:17,00:41:46,0.0,0.0065,0.0,0.0,2024-07-30 20:55:58,0.0,0.007,24.9,0,0
2515,2516,1,7,Rest,00:01:18,00:41:47,0.0,0.0034,0.0,0.0,2024-07-30 20:55:59,0.0,-0.011,24.9,0,0
2516,2517,1,7,Rest,00:01:19,00:41:48,0.0,0.004,0.0,0.0,2024-07-30 20:56:00,0.0,0.0107,24.7,0,0
2517,2518,1,7,Rest,00:01:20,00:41:49,0.0,0.0049,0.0,0.0,2024-07-30 20:56:01,0.0,0.0095,24.7,0,0
2518,2519,1,7,Rest,00:01:21,00:41:50,0.0,0.0021,0.0,0.0,2024-07-30 20:56:02,0.0,-0.0096,24.7,0,0
2519,2520,1,7,Rest,00:01:22,00:41:51,0.0,0.0062,0.0,0.0,2024-07-30 20:56:03,0.0,0.0081,24.9,0,0
2520,2521,1,7,Rest,00:01:23,00:41:52,0.0,0.0046,0.0,0.0,2024-07-30 20:56:04,0.0,-0.0238,24.7,0,0
2521,2522,1,7,Rest,00:01:24,00:41:53,0.0,0.0074,0.0,0.0,2024-07-30 20:56:05,0.0,0.027,24.9,0,0
2522,2523,1,7,Rest,00:01:25,00:41:54,0.0,0.0037,0.0,0.0,2024-07-30 20:56:06,0.0,0.0064,24.7,0,0
2523,2524,1,7,Rest,00:01:26,00:41:55,0.0,0.008,0.0,0.0,2024-07-30 20:56:07,0.0,-0.0164,24.7,0,0
2524,2525,1,7,Rest,00:01:27,00:41:56,0.0,0.0049,0.0,0.0,2024-07-30 20:56:08,0.0,0.0181,24.7,0,0
2525,2526,1,7,Rest,00:01:28,00:41:57,0.0,0.0021,0.0,0.0,2024-07-30 20:56:09,0.0,-0.0233,24.7,0,0
2526,2527,1,7,Rest,00:01:29,00:41:58,0.0,0.0062,0.0,0.0,2024-07-30 20:56:10,0.0,0.0201,24.9,0,0
2527,2528,1,7,Rest,00:01:30,00:41:59,0.0,0.0058,0.0,0.0,2024-07-30 20:56:11,0.0,0.0075,24.9,0,0
2528,2529,1,7,Rest,00:01:31,00:42:00,0.0,0.0062,0.0,0.0,2024-07-30 20:56:12,0.0,-0.0241,24.7,0,0
2529,2530,1,7,Rest,00:01:32,00:42:01,0.0,0.0043,0.0,0.0,2024-07-30 20:56:13,0.0,0.0264,24.7,0,0
2530,2531,1,7,Rest,00:01:33,00:42:02,0.0,0.0089,0.0,0.0,2024-07-30 20:56:14,0.0,-0.0104,24.9,0,0
2531,2532,1,7,Rest,00:01:34,00:42:03,0.0,0.0049,0.0,0.0,2024-07-30 20:56:15,0.0,0.0156,24.9,0,0
2532,2533,1,7,Rest,00:01:35,00:42:04,0.0,0.0024,0.0,0.0,2024-07-30 20:56:16,0.0,0.0187,24.7,0,0
2533,2534,1,7,Rest,00:01:36,00:42:05,0.0,0.0058,0.0,0.0,2024-07-30 20:56:17,0.0,-0.0198,24.7,0,0
2534,2535,1,7,Rest,00:01:37,00:42:06,0.0,0.0046,0.0,0.0,2024-07-30 20:56:18,0.0,0.0169,24.7,0,0
2535,2536,1,7,Rest,00:01:38,00:42:07,0.0,0.0065,0.0,0.0,2024-07-30 20:56:19,0.0,0.011,24.9,0,0
2536,2537,1,7,Rest,00:01:39,00:42:08,0.0,0.0043,0.0,0.0,2024-07-30 20:56:20,0.0,0.0289,24.9,0,0
2537,2538,1,7,Rest,00:01:40,00:42:09,0.0,0.0086,0.0,0.0,2024-07-30 20:56:21,0.0,0.0247,24.7,0,0
2538,2539,1,7,Rest,00:01:41,00:42:10,0.0,0.0046,0.0,0.0,2024-07-30 20:56:22,0.0,0.0063,24.9,0,0
2539,2540,1,7,Rest,00:01:42,00:42:11,0.0,0.0037,0.0,0.0,2024-07-30 20:56:23,0.0,0.0226,24.9,0,0
2540,2541,1,7,Rest,00:01:43,00:42:12,0.0,0.0049,0.0,0.0,2024-07-30 20:56:24,0.0,0.0267,24.7,0,0
2541,2542,1,7,Rest,00:01:44,00:42:13,0.0,0.0021,0.0,0.0,2024-07-30 20:56:25,0.0,0.0073,24.7,0,0
2542,2543,1,7,Rest,00:01:45,00:42:14,0.0,0.0062,0.0,0.0,2024-07-30 20:56:26,0.0,0.0104,24.7,0,0
2543,2544,1,7,Rest,00:01:46,00:42:15,0.0,0.004,0.0,0.0,2024-07-30 20:56:27,0.0,0.0232,24.7,0,0
2544,2545,1,7,Rest,00:01:47,00:42:16,0.0,0.0065,0.0,0.0,2024-07-30 20:56:28,0.0,0.0113,24.7,0,0
2545,2546,1,7,Rest,00:01:48,00:42:17,0.0,0.0031,0.0,0.0,2024-07-30 20:56:29,0.0,0.0096,24.7,0,0
2546,2547,1,7,Rest,00:01:49,00:42:18,0.0,0.0046,0.0,0.0,2024-07-30 20:56:30,0.0,-0.0081,24.9,0,0
2547,2548,1,7,Rest,00:01:50,00:42:19,0.0,0.0043,0.0,0.0,2024-07-30 20:56:31,0.0,0.0119,24.9,0,0
